1.048871494363120105e+00,8.993124150900300151e-01,7.829928664091050372e-01,8.342339522780130023e-01,7.808981813617710266e-01,7.229242859316059588e-01,4.514241076549019849e-01,1.840910913650160019e+00,1.027590404128309931e+00,1.608385126469330073e+00,2.456606350201139932e+00,2.988890550966349924e+00,1.354260254868129953e+00,2.068543928102459795e+00,1.030841791934349994e+00,8.473390795119210006e-01,4.479979726312440236e-01,5.135564078849069736e-01,8.772067987208900242e-01,1.059848604670670102e+00,1.098701229306410010e+00,1.117901167057810063e+00,1.126456637387909909e+00,1.089204551220330108e+00,1.140849034590780020e+00,1.099503245064280099e+00,1.043126378469680038e+00,1.074750162595810021e+00,1.146503137470090028e+00,1.204954095290980076e+00,1.257020997190799960e+00,1.325503160405109959e+00,1.387952646846190019e+00,1.445371682956879900e+00,1.504212898073469917e+00,1.594424755135640082e+00,1.672805475063380065e+00,1.739562385315660098e+00,1.757622353192930031e+00,1.875592755034100056e+00,2.473543417713369941e+00,2.819139926530850104e+00,3.233406811374269996e+00,3.382785118932599921e+00,3.053707843789109866e+00,2.439692418773919957e+00,1.957583667633560065e+00,1.414529660180559922e+00,1.014661565567640089e+00,8.252943379788979517e-01,6.410552355546219605e-01,7.314777717424859604e-01,5.228803968774929922e-01,6.652062006813179718e-01,3.473826747736499798e-01,4.128718267961880017e-01,5.121085513377260368e-01,6.084525736577299782e-01,7.860166965775240433e-01,9.250095817308320312e-01
9.597620784137419481e-01,1.095709256315120061e+00,8.617520068308679448e-01,8.891267814657509705e-01,8.987685511726369869e-01,8.793117864245429960e-01,8.585211885505790175e-01,8.005278873822699870e-01,6.470233914652899765e-01,1.565630960770509894e+00,2.107451717150529813e+00,1.048879527089149999e+00,1.130719128871690016e+00,1.663901919583979927e+00,1.221982121681870037e+00,1.158343345212990094e+00,9.556209780820319466e-01,6.785542035127629656e-01,1.320864728244349973e+00,1.227782249866270048e+00,1.036742715529699987e+00,9.365091170245679608e-01,9.477990641487740175e-01,9.330665242636330126e-01,9.651605854439540000e-01,9.925424672153340122e-01,9.876895378343839571e-01,9.606850314016259773e-01,9.946091342828820014e-01,1.028459388079949965e+00,1.063318560576169913e+00,1.103975067111020003e+00,1.157405480268780096e+00,1.197613099309100093e+00,1.241506632394719922e+00,1.293529060080200077e+00,1.313556657082979973e+00,1.416669289239679941e+00,1.504483711194150031e+00,1.578329517881200017e+00,1.727178892314489955e+00,1.840742320877839955e+00,1.996106690392629890e+00,2.154914357986879914e+00,2.310496436004669807e+00,2.663096947888440091e+00,3.270881853678599960e+00,3.973868192831730095e+00,4.034895058687589575e+00,3.206570289597320045e+00,1.576974566909979947e+00,1.302865537103709892e+00,8.541512279810710151e-01,1.016505531182130051e+00,4.227260058113739838e-01,3.263542840881660245e-01,5.074567226487679550e-01,7.363042017092239488e-01,7.142639736969349507e-01,8.878750149470600039e-01
9.658118052034090351e-01,1.070069920667299890e+00,8.709333527347600246e-01,9.068597123730970377e-01,9.108567170896739729e-01,9.363643726221729802e-01,9.272594875637409917e-01,9.357618533699140206e-01,9.589432302865199542e-01,1.020026816574459927e+00,1.164706709952620045e+00,5.325011589222630182e-01,9.905400999994009581e-01,1.190879109282209969e+00,1.088781313989140020e+00,1.106248296632440065e+00,1.428474610221929897e+00,1.554314944177809910e+00,9.599369803874030493e-01,6.073313349957779606e-01,1.500928304298400073e+00,1.535556477963720079e+00,1.469633875198760098e+00,1.445576374057649938e+00,1.518460130100500072e+00,1.505244345894040103e+00,1.415008110681700071e+00,1.273039786055180089e+00,1.352009541216449895e+00,1.334075385899619937e+00,1.296483010346290099e+00,1.270631155245329991e+00,1.236436381096599924e+00,1.187619623895689980e+00,1.230674457570950064e+00,1.254412236989070006e+00,1.313089148042750010e+00,1.357889807077149902e+00,1.426530786394750061e+00,1.485502901386120067e+00,1.514496841639809910e+00,1.521531515772369891e+00,1.501517602760729986e+00,1.452317777660200093e+00,1.399435021145740032e+00,1.371733671630170015e+00,1.387077765818129915e+00,1.404158940517350018e+00,1.386068298640710017e+00,1.141144702465409999e+00,1.032015992301170026e+00,1.041125915957600068e+00,7.866021844373819460e-01,7.689285580130309494e-01,7.178801032786279457e-01,5.463233334737930269e-01,5.961357982267529998e-01,7.265594575966829449e-01,7.678994992771710493e-01,7.199534798925479873e-01
1.022693191348299946e+00,1.134689200020430055e+00,9.158422972941540063e-01,9.482111511898689837e-01,9.239871322646220353e-01,9.112616206045659473e-01,8.623893780646170182e-01,7.403996841129709683e-01,5.631035740900119935e-01,2.999260157589750175e+00,2.264362516305070017e+00,1.384672031237969891e+00,1.316705528451399987e+00,2.032639331884269929e+00,9.792327457849020478e-01,1.278762599045220050e+00,9.316949100534870354e-01,7.720511514420700383e-01,1.414756648919730075e+00,1.298371019712019958e+00,1.235331209422170007e+00,1.092748078211730034e+00,1.093012895348230096e+00,1.070524408888609891e+00,1.068384163646969975e+00,1.052040945991659981e+00,9.780222951440430412e-01,9.940542092453900080e-01,1.014450095640230032e+00,1.055043911964000047e+00,1.042942864665800107e+00,1.086663721923720072e+00,1.129989538393300075e+00,1.161382615295639908e+00,1.203928101896510006e+00,1.231198740191709939e+00,1.264962933594379946e+00,1.308663974806969943e+00,1.348440128656970050e+00,1.416316555593980064e+00,1.798759374152109958e+00,2.243175264743340058e+00,2.480513212764869913e+00,2.634661590007480125e+00,2.810049176668770077e+00,3.230445436912130042e+00,4.027167508385939954e+00,4.200176551053020013e+00,3.051930160797749814e+00,2.108654952568400187e+00,1.355609559354340021e+00,1.667379854514450033e+00,1.155450743707520100e+00,1.101481620952400098e+00,4.101904536581419958e-01,3.640402694717799759e-01,5.179136138099980080e-01,7.604912300884929532e-01,1.017178639129070028e+00,1.211994158266900046e+00
1.074454101879509960e+00,1.140603955902889988e+00,9.058807630311069836e-01,9.548095359867220244e-01,9.345589151667219596e-01,9.487668793356319741e-01,9.073467513279720453e-01,8.367900897242740443e-01,6.815069680622649617e-01,8.703949840239689761e-01,2.270017536513630141e+00,2.464682822856059996e+00,1.722696848205230058e+00,2.202401727875419990e+00,1.581565795481230108e+00,1.120392886346690098e+00,8.852840748234840351e-01,7.588549324632990478e-01,1.324516665146119987e+00,1.205139207685989922e+00,1.153882855259320106e+00,1.128139651377670027e+00,1.188514326985959935e+00,1.131807683510120066e+00,1.172805925713390041e+00,1.144676958042629922e+00,1.138464920001940106e+00,1.120944577997690095e+00,1.187613718971870069e+00,1.244592411408760091e+00,1.272405231353920030e+00,1.334117413982089939e+00,1.431093093092189905e+00,1.459861490532829986e+00,1.553613897929930099e+00,1.604853780644289962e+00,1.684927268281710022e+00,1.813919183484330011e+00,1.930271445827270060e+00,2.058322192210670032e+00,2.278003075933490162e+00,2.378240104647450170e+00,2.673809522425639962e+00,3.009413690748310000e+00,3.489354515882200136e+00,3.996577714963310157e+00,4.714915160889690426e+00,3.793717329960089923e+00,2.534431875098750009e+00,1.815142081993430079e+00,1.045034630577339918e+00,1.146869350445349989e+00,7.728259267133350541e-01,1.133011430302000022e+00,6.107360057973100220e-01,8.951987579270890283e-01,1.035898744217760070e+00,1.021857372895399907e+00,1.182859969338680095e+00,1.329288814269039998e+00
1.114691579756549977e+00,1.269535049018289952e+00,9.851157778099860485e-01,1.048765144312320041e+00,1.050255220851129989e+00,1.058461592842349974e+00,1.057662321045200082e+00,1.025337235731929919e+00,9.604643328025399551e-01,7.426253414122679919e-01,2.463718965109119807e+00,1.174265868869259988e+00,1.205585260987410035e+00,1.694052412048340006e+00,1.121726651505710048e+00,1.127980930233360102e+00,1.125220193445330086e+00,7.746039716979179479e-01,1.952100414469869927e+00,1.903382313155119965e+00,1.780398725326679976e+00,1.571823641507720026e+00,1.435565217923469916e+00,1.238666658741840010e+00,1.120772559062569895e+00,1.066902948166970067e+00,9.844315703328260225e-01,9.689646596737510054e-01,1.065152425791060065e+00,1.109149483996830110e+00,1.148014471319600105e+00,1.183894566688669991e+00,1.260951551018850036e+00,1.311416393392810020e+00,1.364497530918580059e+00,1.408055188424210069e+00,1.463853844568649976e+00,1.552713643468379923e+00,1.609039550212719938e+00,1.651302165980720105e+00,1.816023025682309999e+00,1.920229331109120086e+00,2.140190166832629970e+00,2.357602097274420050e+00,2.559860444687230174e+00,2.874706107879910100e+00,3.603478083931539899e+00,3.955609385285910218e+00,3.945937794827549805e+00,3.158143060489030152e+00,1.754726224683520019e+00,1.549171246925810097e+00,1.123978754052880058e+00,9.072095439304570519e-01,6.676052506152150290e-01,3.543862819111839868e-01,4.981916247897790195e-01,7.282491029954060169e-01,9.085965344973769842e-01,1.082849602275159917e+00
1.184663519209329996e+00,1.017273067546260013e+00,8.415820903005060138e-01,1.072165479820929912e+00,2.091833203416780140e+00,1.378625949502219949e+00,1.564256363619690005e+00,1.309930839091600019e+00,1.166347361442610087e+00,8.162872897481650014e-01,5.048071872991480191e+00,3.660698877317449806e+00,1.434529848286860032e+00,2.683955710378969961e+00,8.130585477281589979e-01,4.649464639678019817e-01,5.690145757172729857e-01,5.740999231206269648e-01,1.249949344028489895e+00,1.402690467226100024e+00,1.416057238549419894e+00,1.422836739261229999e+00,1.475166692278230052e+00,1.413225170951529996e+00,1.564934758834110040e+00,1.528226299564839907e+00,1.462563244065210100e+00,1.598415823418730008e+00,1.813468622939439889e+00,2.009435818634630166e+00,2.320909331355560212e+00,2.575193435085139981e+00,2.793106512425339805e+00,3.104669866136770207e+00,3.250308345535839916e+00,2.624000956748770097e+00,1.826610514756239922e+00,9.704768701153100308e-01,2.061233187201129802e+00,3.317414044082890090e+00,3.030495837507909851e+00,2.339572536488620180e+00,1.848419655906180070e+00,1.461300913691909953e+00,1.145621634317069981e+00,9.063840833992089507e-01,7.138039417422390454e-01,5.536753538411719466e-01,4.079686959850890027e-01,4.003243578955240078e-01,4.766037568658380019e-01,6.633449778315400058e-01,8.565502484777900438e-01,1.194530339020440035e+00,1.035411866845789897e+00,8.912043066097870003e-01,1.166134468668329927e+00,1.515335491861659944e+00,1.543941119067810064e+00,1.358517993395220058e+00
1.098560323992890053e+00,1.227271917340190033e+00,9.549105000731259452e-01,1.024703749068879954e+00,1.021020227726910035e+00,1.016879492741920021e+00,1.012640840255399910e+00,9.211352675848799576e-01,8.554877514169739738e-01,2.111316932346519959e+00,3.301876216742969827e+00,2.865719382421680006e+00,1.399611211465610072e+00,2.030627976701739890e+00,1.090342157885020091e+00,5.289162175572139635e-01,4.971892556687860232e-01,5.059884929500879647e-01,1.132345713323940073e+00,1.251522399104999961e+00,1.232317592695189923e+00,1.204023561978629919e+00,1.211502643031020066e+00,1.180435054257700012e+00,1.243800864694059927e+00,1.233489764676950040e+00,1.199377871229480030e+00,1.173810310402539914e+00,1.261385902216070054e+00,1.302845684562679907e+00,1.368857195825530004e+00,1.427628210849599899e+00,1.473376729943040031e+00,1.522806665451839958e+00,1.553053522815069920e+00,1.576264113147509915e+00,1.513741873095360013e+00,1.413944830236459893e+00,3.036564357780230150e+00,3.287104560684340093e+00,3.483158631383819870e+00,3.850154471569870118e+00,4.867585475239690318e+00,5.648723343473159630e+00,5.371209543670960151e+00,3.935950490235890165e+00,2.644692746754159884e+00,2.288287511008189945e+00,2.484038966459400033e+00,1.712801649723850073e+00,8.113041824750090170e-01,7.952564445101809598e-01,5.495295637740790218e-01,8.480334011570439534e-01,5.900604130900839461e-01,7.015922271937310439e-01,8.024993481104339965e-01,1.004930642962349907e+00,1.298978371083570060e+00,1.539613008663369920e+00
1.115231165869990049e+00,1.230730081492100059e+00,9.967998203014080127e-01,1.040073464424710048e+00,1.018410938193510029e+00,1.012652809603880044e+00,9.681931799072109879e-01,8.569551895518330298e-01,6.056771529761060258e-01,2.883386787297990139e+00,2.112391195740519922e+00,1.397920091217240035e+00,1.321558760814270039e+00,1.937381668421400027e+00,1.141659720775060061e+00,1.154826000127610053e+00,9.496991749577909925e-01,8.837595738752820340e-01,1.425542413387280050e+00,1.334674218636380028e+00,1.166948827934209953e+00,1.079795015158220073e+00,1.104032625725960060e+00,1.088541861905520047e+00,1.150445294517830064e+00,1.158376292568729982e+00,1.079219573767979945e+00,1.008151315334189890e+00,1.140684655363189970e+00,1.173832608387409993e+00,1.206924102773309970e+00,1.252469736241019982e+00,1.298726642840209999e+00,1.340113478320980045e+00,1.375820034584869900e+00,1.429306068219799997e+00,1.460510497056999979e+00,1.519514754772470111e+00,1.605498446526959944e+00,1.672106305722979913e+00,1.841933097669989916e+00,2.154338075009929909e+00,2.456232677203999959e+00,2.648805728259799874e+00,2.825402035884769791e+00,3.246630877834729922e+00,4.087845938791160094e+00,4.858483485288969561e+00,4.280539629705489624e+00,2.941698386508280194e+00,1.729426449250260012e+00,1.819458319893050069e+00,9.113658304556550016e-01,6.604450842357829643e-01,5.196490627066380208e-01,4.323484827138320274e-01,6.224648540091559656e-01,8.643898875618929445e-01,9.210754159473839575e-01,1.162902484869809960e+00
6.357447991960449851e-01,7.911377500203019553e-01,6.174462550707540132e-01,8.204674656008620337e-01,5.334302085866819976e-01,7.308809336373259802e-01,7.328222404790379896e-01,6.213170785792540007e-01,4.658841992958249745e-01,5.477351847360210080e-01,1.685972959370749980e+00,2.907735532091800135e+00,9.674910389482900275e-01,1.553391030071209933e+00,9.369294719626479750e-01,5.684919138545490025e-01,3.160288391749950243e-01,3.147280175313519890e-01,6.971796089191749646e-01,8.108360519966339997e-01,7.996314530769229600e-01,7.839011789689169785e-01,8.148207311426429733e-01,7.792866090634870124e-01,8.439397718505600166e-01,8.234490375197229817e-01,7.802603274726930271e-01,8.102703284823730145e-01,8.902483784056359761e-01,9.496216955942650140e-01,1.022728878348919901e+00,1.102940877610929959e+00,1.175778310148209993e+00,1.276419151288040066e+00,1.426434895702169969e+00,1.540051645677479986e+00,1.675586461615850009e+00,1.825990027178979958e+00,1.326569819370079895e+00,1.795424484459360093e+00,2.432816050727559798e+00,3.257729412236510136e+00,4.415162709140799890e+00,4.169280846126659945e+00,2.918707386605289944e+00,1.822639813686709909e+00,1.231113815237530051e+00,8.653460116088840248e-01,7.349915214533170316e-01,6.699173280806920427e-01,4.600909553478069736e-01,4.775872427274470144e-01,3.255807929098369913e-01,5.185125546478780434e-01,3.593127467781899731e-01,5.311425604600089612e-01,6.009143088618990047e-01,8.294781777467939987e-01,1.122507938881800005e+00,1.366716922361469910e+00
